ageAtBeg,avgAmount,currentAge,faYear,grtAmount,grtSigning,name,position,practicalGrt,team,totalAmount,totalYears,yrRange
24,"$783,582",28,2020,"$694,048",22.14%,Kyler Fackrell,OLB,"$694,048",GB,"$3,134,328",4, (2016-2019)
20,"$782,499",22,2022,"$669,996",21.41%,Dorance Armstrong,DE,"$669,996",DAL,"$3,129,996",4, (2018-2021)
21,"$781,814",22,2022,"$667,257",21.34%,Jordan Whitehead,S,"$667,257",TB,"$3,127,257",4, (2018-2021)
21,"$780,980",25,2020,"$723,920",23.17%,Jordan Jenkins,OLB,"$723,920",NYJ,"$3,123,920",4, (2016-2019)
21,"$780,856",24,2020,"$718,424",23.00%,Kendall Fuller,CB,"$718,424",KC,"$3,123,424",4, (2016-2019)
23,"$780,249",25,2022,"$660,997",21.18%,Anthony Averett,CB,"$660,997",BAL,"$3,120,997",4, (2018-2021)
22,"$778,610",23,2022,"$654,441",21.01%,Kyzir White,OLB,"$654,441",LAC,"$3,114,441",4, (2018-2021)
23,"$778,564",26,2020,"$693,256",22.26%,Javon Hargrave,DT,"$693,256",PIT,"$3,114,256",4, (2016-2019)
21,"$778,116",25,2020,"$692,464",22.25%,C.J. Prosise,RB,"$692,464",SEA,"$3,112,464",4, (2016-2019)
22,"$777,657",26,2020,"$695,629",22.36%,Nick Vigil,OLB,"$695,629",CIN,"$3,110,629",4, (2016-2019)
21,"$777,568",23,2022,"$650,270",20.91%,Will Dissly,TE,"$650,270",SEA,"$3,110,270",4, (2018-2021)
21,"$776,572",24,2021,"$706,288",22.74%,Jonnu Smith,TE,"$706,288",TEN,"$3,106,288",4, (2017-2020)
21,"$776,517",23,2022,"$646,068",20.80%,Taron Johnson,CB,"$646,068",BUF,"$3,106,068",4, (2018-2021)
22,"$774,976",24,2022,"$639,904",20.64%,Kenny Young,ILB,"$639,904",LAR,"$3,099,904",4, (2018-2021)
25,"$3,095,000",26,2020,-,-,Jalen Richard,RB,-,OAK,"$3,095,000",1, (2019-2019)
27,"$3,095,000",28,2020,-,-,Shelby Harris,DT,-,DEN,"$3,095,000",1, (2019-2019)
27,"$3,095,000",28,2020,-,-,Anthony Harris,SS,-,MIN,"$3,095,000",1, (2019-2019)
27,"$3,095,000",28,2020,-,-,B.J. Finney,G,-,PIT,"$3,095,000",1, (2019-2019)
24,"$3,095,000",24,2020,-,-,Daryl Worley,CB,-,OAK,"$3,095,000",1, (2019-2019)
25,"$3,095,000",26,2020,-,-,Nate Sudfeld,QB,-,PHI,"$3,095,000",1, (2019-2019)
25,"$3,095,000",25,2020,-,-,Ka'imi Fairbairn,K,-,HOU,"$3,095,000",1, (2019-2019)
25,"$3,095,000",26,2020,-,-,Robby Anderson,WR,-,NYJ,"$3,095,000",1, (2019-2019)
26,"$3,095,000",27,2020,-,-,Michael Pierce,DT,-,BAL,"$3,095,000",1, (2019-2019)
26,"$3,095,000",27,2020,-,-,George Fant,T,-,SEA,"$3,095,000",1, (2019-2019)
26,"$3,095,000",27,2020,-,-,Patrick Onwuasor,ILB,-,BAL,"$3,095,000",1, (2019-2019)
25,"$3,095,000",25,2020,-,-,Chester Rogers,WR,-,IND,"$3,095,000",1, (2019-2019)
25,"$3,095,000",26,2020,-,-,Cory Littleton,ILB,-,LAR,"$3,095,000",1, (2019-2019)
22,"$773,059",24,2022,"$632,235",20.45%,Durham Smythe,TE,"$632,235",MIA,"$3,092,235",4, (2018-2021)
22,"$773,059",23,2022,"$632,235",20.45%,Armani Watts,S,"$632,235",KC,"$3,092,235",4, (2018-2021)
22,"$771,479",23,2022,"$625,914",20.28%,Avonte Maddox,CB,"$625,914",PHI,"$3,085,914",4, (2018-2021)
23,"$770,674",27,2020,"$672,695",21.82%,Brandon Williams,CB,"$672,695",ARI,"$3,082,696",4, (2016-2019)
22,"$770,219",24,2022,"$620,875",20.15%,Ito Smith,RB,"$620,875",ATL,"$3,080,875",4, (2018-2021)
22,"$769,589",25,2021,"$678,355",22.04%,Jaleel Johnson,DT,"$678,355",MIN,"$3,078,355",4, (2017-2020)
23,"$769,039",26,2021,"$676,156",21.98%,Dede Westbrook,WR,"$676,156",JAC,"$3,076,156",4, (2017-2020)
22,"$768,001",24,2021,"$672,004",21.88%,Tedric Thompson,S,"$672,004",SEA,"$3,072,004",4, (2017-2020)
21,"$767,551",23,2022,"$610,202",19.88%,Kentavius Street,DE,"$610,202",SF,"$3,070,202",4, (2018-2021)
22,"$767,388",26,2020,"$645,420",21.03%,Justin Simmons,FS,"$645,420",DEN,"$3,069,552",4, (2016-2019)
22,"$765,698",24,2022,"$602,792",19.68%,Will Richardson,G,"$602,792",JAC,"$3,062,792",4, (2018-2021)
23,"$765,552",25,2021,"$662,209",21.63%,Rayshawn Jenkins,S,"$662,209",LAC,"$3,062,209",4, (2017-2020)
21,"$764,398",22,2022,"$597,591",19.54%,Josh Sweat,DE,"$597,591",PHI,"$3,057,591",4, (2018-2021)
23,"$764,220",26,2020,"$656,880",21.49%,Nick Vannett,TE,"$656,880",PIT,"$3,056,880",4, (2016-2019)
21,"$763,154",24,2021,"$652,614",21.38%,Carl Lawson,DE,"$652,614",CIN,"$3,052,614",4, (2017-2020)
27,"$3,050,000",28,2020,"$1,555,000",50.98%,Nevin Lawson,CB,"$1,555,000",OAK,"$3,050,000",1, (2019-2019)
26,"$1,525,000",28,2020,"$795,000",26.07%,Nick Dzubnar,ILB,"$795,000",LAC,"$3,050,000",2, (2018-2019)
22,"$762,295",24,2022,"$589,181",19.32%,Kalen Ballage,RB,"$589,181",MIA,"$3,049,181",4, (2018-2021)
22,"$762,005",24,2021,"$648,021",21.26%,Josh Reynolds,WR,"$648,021",LAR,"$3,048,021",4, (2017-2020)
23,"$760,095",24,2022,"$580,381",19.09%,Jaleel Scott,WR,"$580,381",BAL,"$3,040,381",4, (2018-2021)
23,"$759,480",27,2020,"$645,420",21.25%,Graham Glasgow,G,"$645,420",DET,"$3,037,920",4, (2016-2019)
23,"$758,917",26,2021,"$635,668",20.94%,Mack Hollins,WR,"$635,668",MIA,"$3,035,668",4, (2017-2020)
21,"$758,915",24,2021,"$635,658",20.94%,Tarik Cohen,RB,"$635,658",CHI,"$3,035,658",4, (2017-2020)
22,"$758,287",25,2021,"$633,147",20.87%,Ben Gedeon,OLB,"$633,147",MIN,"$3,033,147",4, (2017-2020)
21,"$754,723",24,2021,"$618,892",20.50%,Montae Nicholson,S,"$618,892",WAS,"$3,018,892",4, (2017-2020)
22,"$754,722",24,2021,"$618,887",20.50%,Jalen Reeves-Maybin,OLB,"$618,887",DET,"$3,018,887",4, (2017-2020)
22,"$753,271",24,2021,"$613,082",20.35%,Samson Ebukam,OLB,"$613,082",LAR,"$3,013,082",4, (2017-2020)
23,"$752,098",24,2023,"$488,392",16.23%,John Cominsky,DE,"$488,392",ATL,"$3,008,392",4, (2019-2022)
21,"$752,098",21,2023,"$488,392",16.23%,Michael Jordan,G,"$488,392",CIN,"$3,008,392",4, (2019-2022)
21,"$752,098",22,2023,"$488,392",16.23%,Foster Moreau,TE,"$488,392",OAK,"$3,008,392",4, (2019-2022)
22,"$751,632",22,2023,"$486,528",16.18%,Shareef Miller,DE,"$486,528",PHI,"$3,006,528",4, (2019-2022)
33,"$3,000,000",34,2021,-,55.00%,Steve McLendon,DT,"$1,650,000",NYJ,"$3,000,000",1, (2019-2020)
31,"$3,000,000",31,2020,-,100.00%,LeSean McCoy,RB,"$3,000,000",KC,"$3,000,000",1, (2019-2019)
30,"$3,000,000",31,2020,-,-,Jason Pierre-Paul,DE,-,TB,"$3,000,000",1, (2019-2019)
27,"$1,500,000",29,2020,"$550,000",18.33%,Julian Stanford,OLB,"$550,000",BUF,"$3,000,000",2, (2018-2019)
26,"$3,000,000",27,2020,"$500,000",16.67%,HaHa Clinton-Dix,FS,"$500,000",CHI,"$3,000,000",1, (2019-2019)
28,"$3,000,000",29,2020,"$2,500,000",83.33%,A.J. McCarron,QB,"$2,500,000",HOU,"$3,000,000",1, (2019-2019)
26,"$3,000,000",27,2020,"$400,000",13.33%,Kevin Johnson,CB,"$400,000",BUF,"$3,000,000",1, (2019-2019)
26,"$3,000,000",27,2020,"$2,000,000",66.67%,Brian Poole,CB,"$2,000,000",NYJ,"$3,000,000",1, (2019-2019)
22,"$749,781",24,2021,"$599,124",19.98%,Joshua Dobbs,QB,"$599,124",PIT,"$2,999,124",4, (2017-2020)
22,"$746,605",25,2021,"$586,420",19.64%,Julie'n Davenport,LT,"$586,420",MIA,"$2,986,420",4, (2017-2020)
21,"$746,604",24,2021,"$586,415",19.64%,David Sharpe,T,"$586,415",OAK,"$2,986,415",4, (2017-2020)
22,"$745,140",25,2021,"$575,880",19.32%,Deatrich Wise,DE,"$575,880",NE,"$2,980,560",4, (2017-2020)
26,"$1,487,500",27,2021,"$500,000",16.81%,Chris Reed,C,"$500,000",CAR,"$2,975,000",2, (2019-2020)
26,"$1,487,500",26,2022,"$350,000",11.76%,Lucas Patrick,G,"$350,000",GB,"$2,975,000",2, (2019-2021)
22,"$743,489",26,2020,"$633,956",21.32%,Joe Schobert,ILB,"$633,956",CLE,"$2,973,956",4, (2016-2019)
22,"$741,826",25,2020,"$599,803",20.21%,Eric Murray,FS,"$599,803",CLE,"$2,967,303",4, (2016-2019)
22,"$741,498",24,2021,"$565,992",19.08%,Jamaal Williams,RB,"$565,992",GB,"$2,965,992",4, (2017-2020)
22,"$741,497",25,2021,"$565,987",19.08%,Ryan Switzer,WR,"$565,987",PIT,"$2,965,987",4, (2017-2020)
21,"$737,103",25,2020,"$608,410",20.64%,Sheldon Day,DT,"$608,410",SF,"$2,948,410",4, (2016-2019)
22,"$734,090",26,2020,"$596,360",20.31%,Chris Moore,WR,"$596,360",BAL,"$2,936,360",4, (2016-2019)
22,"$733,040",26,2020,"$592,161",20.20%,Ryan Smith,CB,"$592,161",TB,"$2,932,161",4, (2016-2019)
23,"$730,552",26,2020,"$582,207",19.92%,B.J. Goodson,ILB,"$582,207",GB,"$2,922,207",4, (2016-2019)
22,"$729,641",26,2020,"$578,564",19.82%,Miles Killebrew,S,"$578,564",DET,"$2,918,564",4, (2016-2019)
22,"$728,780",26,2020,"$575,120",19.73%,Nick Kwiatkoski,ILB,"$575,120",CHI,"$2,915,120",4, (2016-2019)
22,"$728,090",23,2022,"$452,359",15.53%,Chase Edmonds,RB,"$452,359",ARI,"$2,912,359",4, (2018-2021)
24,"$728,090",26,2022,"$452,359",15.53%,Marquis Haynes,OLB,"$452,359",CAR,"$2,912,359",4, (2018-2021)
21,"$728,090",23,2022,"$452,359",15.53%,Dalton Schultz,TE,"$452,359",DAL,"$2,912,359",4, (2018-2021)
31,"$2,906,000",32,2020,-,-,Demaryius Thomas,WR,-,NYJ,"$2,906,000",1, (2019-2019)
22,"$726,382",26,2020,"$565,528",19.46%,De'Vondre Campbell,OLB,"$565,528",ATL,"$2,905,528",4, (2016-2019)
21,"$725,056",25,2020,"$560,222",19.32%,Hassan Ridgeway,DT,"$560,222",PHI,"$2,900,222",4, (2016-2019)
29,"$1,450,000",30,2021,"$450,000",15.52%,Ryan Griffin,QB,"$450,000",TB,"$2,900,000",2, (2019-2020)
23,"$720,586",27,2020,"$542,345",18.82%,David Onyemata,DT,"$542,345",NO,"$2,882,345",4, (2016-2019)
20,"$718,961",23,2020,"$535,845",18.63%,Andrew Billings,DT,"$535,845",CIN,"$2,875,845",4, (2016-2019)
22,"$717,622",26,2020,"$530,488",18.48%,Jerald Hawkins,T,"$530,488",TB,"$2,870,488",4, (2016-2019)
22,"$717,208",22,2023,"$348,832",12.16%,Deionte Thompson,S,"$348,832",ARI,"$2,868,832",4, (2019-2022)
22,"$716,555",26,2020,"$526,218",18.36%,Deon Bush,S,"$526,218",CHI,"$2,866,218",4, (2016-2019)
22,"$716,439",23,2023,"$345,756",12.07%,Ryquell Armstead,RB,"$345,756",JAC,"$2,865,756",4, (2019-2022)
22,"$716,115",23,2023,"$344,460",12.03%,Zach Gentry,TE,"$344,460",PIT,"$2,864,460",4, (2019-2022)
20,"$715,730",21,2023,"$342,920",11.98%,Jalen Thompson,S,"$342,920",ARI,"$2,862,920",4, (2019-2022)
21,"$715,403",22,2023,"$341,613",11.94%,Ben Burr-Kirven,LB,"$341,613",SEA,"$2,861,613",4, (2019-2022)
21,"$714,293",25,2020,"$517,172",18.10%,Demarcus Robinson,WR,"$517,172",KC,"$2,857,172",4, (2016-2019)
23,"$713,723",24,2023,"$334,892",11.73%,Ryan Connelly,LB,"$334,892",NYG,"$2,854,892",4, (2019-2022)
22,"$712,040",23,2023,"$328,160",11.52%,Marvell Tell,CB,"$328,160",IND,"$2,848,160",4, (2019-2022)
25,"$711,443",25,2023,"$325,772",11.45%,Matt Gay,K,"$325,772",TB,"$2,845,772",4, (2019-2022)
23,"$710,526",23,2023,"$322,105",11.33%,Amani Oruwariye,CB,"$322,105",DET,"$2,842,105",4, (2019-2022)
21,"$710,429",22,2023,"$320,487",11.32%,Dre Greenlaw,LB,"$321,716",SF,"$2,841,716",4, (2019-2022)
21,"$710,324",22,2023,"$321,296",11.31%,Vosean Joseph,LB,"$321,296",BUF,"$2,841,296",4, (2019-2022)
23,"$708,987",24,2023,"$315,948",11.14%,Hunter Renfrow,WR,"$315,948",OAK,"$2,835,948",4, (2019-2022)
22,"$708,316",23,2023,"$313,264",11.06%,Kingsley Keke,DT,"$313,264",GB,"$2,833,264",4, (2019-2022)
22,"$707,974",25,2020,"$491,897",17.37%,Alex Lewis,G,"$491,897",NYJ,"$2,831,897",4, (2016-2019)
22,"$707,891",23,2023,"$311,564",11.00%,Qadree Ollison,RB,"$311,564",ATL,"$2,831,564",4, (2019-2022)
23,"$707,706",24,2023,"$310,824",10.98%,Ross Pierschbacher,G,"$310,824",WAS,"$2,830,824",4, (2019-2022)
23,"$707,695",24,2023,"$310,780",10.98%,Andrew Van Ginkel,LB,"$310,780",MIA,"$2,830,780",4, (2019-2022)
23,"$707,353",24,2023,"$309,412",10.94%,Jordan Scarlett,RB,"$309,412",CAR,"$2,829,412",4, (2019-2022)
21,"$707,201",21,2023,"$308,804",10.92%,Mack Wilson,LB,"$308,804",CLE,"$2,828,804",4, (2019-2022)
23,"$706,433",24,2023,"$305,732",10.82%,Justin Hollins,DE,"$305,732",DEN,"$2,825,732",4, (2019-2022)
22,"$705,773",23,2023,"$303,092",10.74%,Blake Cashman,LB,"$303,092",NYJ,"$2,823,092",4, (2019-2022)
23,"$704,912",26,2021,"$419,648",14.88%,Ryan Glasgow,DT,"$419,648",CIN,"$2,819,648",4, (2017-2020)
22,"$704,912",25,2021,"$419,648",14.88%,Wayne Gallman,RB,"$419,648",NYG,"$2,819,648",4, (2017-2020)
23,"$704,912",26,2021,"$419,648",14.88%,Carlos Watkins,DE,"$419,648",HOU,"$2,819,648",4, (2017-2020)
21,"$704,912",23,2021,"$419,648",14.88%,Marlon Mack,RB,"$419,648",IND,"$2,819,648",4, (2017-2020)
23,"$704,912",26,2021,"$419,648",14.88%,Grover Stewart,DT,"$419,648",IND,"$2,819,648",4, (2017-2020)
22,"$704,861",23,2023,"$299,445",10.62%,Byron Cowart,DT,"$299,445",NE,"$2,819,444",4, (2019-2022)
22,"$704,820",22,2023,"$299,280",10.62%,Daylon Mack,DT,"$299,280",BAL,"$2,819,280",4, (2019-2022)
21,"$703,820",22,2023,"$295,280",10.49%,Charles Omenihu,DE,"$295,280",HOU,"$2,815,280",4, (2019-2022)
23,"$702,349",24,2023,"$289,396",10.30%,E.J. Speed,LB,"$289,396",IND,"$2,809,396",4, (2019-2022)
21,"$702,245",22,2023,"$288,980",10.29%,Jake Bailey,P,"$288,980",NE,"$2,808,980",4, (2019-2022)
22,"$701,422",23,2023,"$285,688",10.18%,Joe Jackson,DE,"$285,688",DAL,"$2,805,688",4, (2019-2022)
27,"$2,800,000",28,2020,"$1,500,000",53.57%,Carlos Hyde,RB,"$1,500,000",HOU,"$2,800,000",1, (2019-2019)
26,"$1,400,000",27,2021,"$500,000",17.86%,Matt LaCosse,TE,"$500,000",NE,"$2,800,000",2, (2019-2020)
25,"$2,800,000",25,2020,"$750,000",26.79%,Geronimo Allison,WR,"$750,000",GB,"$2,800,000",1, (2019-2019)
23,"$699,391",24,2023,"$277,564",9.92%,Easton Stick,QB,"$277,564",LAC,"$2,797,564",4, (2019-2022)
22,"$696,687",22,2023,"$266,748",9.57%,D'Andre Walker,OLB,"$266,748",TEN,"$2,786,748",4, (2019-2022)
21,"$696,130",22,2023,"$264,520",9.50%,David Edwards,T,"$264,520",LAR,"$2,784,520",4, (2019-2022)
23,"$696,083",25,2022,"$324,331",11.65%,Cole Madison,C,"$324,331",GB,"$2,784,331",4, (2018-2021)
22,"$695,368",23,2022,"$321,472",11.56%,R.J. McIntosh,DE,"$321,472",NYG,"$2,781,472",4, (2018-2021)
22,"$695,114",23,2023,"$260,456",9.37%,Austin Seibert,K,"$260,456",CLE,"$2,780,456",4, (2019-2022)
23,"$694,762",24,2022,"$319,046",11.48%,Maurice Hurst,DT,"$319,046",OAK,"$2,779,046",4, (2018-2021)
22,"$694,405",24,2022,"$317,619",11.43%,Shaquem Griffin,OLB,"$317,619",SEA,"$2,777,619",4, (2018-2021)
21,"$692,843",23,2022,"$311,371",11.24%,D.J. Reed,S,"$311,371",SF,"$2,771,371",4, (2018-2021)
21,"$690,989",23,2022,"$303,954",11.00%,Ja'whaun Bentley,ILB,"$303,954",NE,"$2,763,954",4, (2018-2021)
23,"$690,435",24,2022,"$301,739",10.93%,Justin Watson,WR,"$301,739",TB,"$2,761,739",4, (2018-2021)
21,"$689,871",23,2022,"$299,482",10.85%,Bilal Nichols,DE,"$299,482",CHI,"$2,759,482",4, (2018-2021)
24,"$689,682",26,2022,"$298,729",10.83%,Tre Flowers,CB,"$298,729",SEA,"$2,758,729",4, (2018-2021)
23,"$689,494",24,2022,"$297,977",10.80%,Micah Kiser,ILB,"$297,977",LAR,"$2,757,977",4, (2018-2021)
22,"$688,721",23,2023,"$234,884",8.53%,Cole Holcomb,LB,"$234,884",WAS,"$2,754,884",4, (2019-2022)
22,"$688,497",23,2023,"$233,988",8.50%,Darius Slayton,WR,"$233,988",NYG,"$2,753,988",4, (2019-2022)
22,"$688,497",22,2023,"$233,988",8.50%,Jordan Miller,CB,"$233,988",ATL,"$2,753,988",4, (2019-2022)
21,"$687,538",24,2022,"$290,151",10.55%,Michael Dickson,P,"$290,151",SEA,"$2,750,151",4, (2018-2021)
28,"$1,375,000",30,2020,"$1,400,000",50.91%,Kyle Wilber,OLB,"$1,400,000",OAK,"$2,750,000",2, (2018-2019)
31,"$2,750,000",32,2020,"$2,250,000",81.82%,Mike Iupati,G,"$2,250,000",SEA,"$2,750,000",1, (2019-2019)
26,"$1,375,000",27,2021,"$250,000",9.09%,Daniel McCullers,DT,"$250,000",PIT,"$2,750,000",2, (2019-2020)
26,"$2,750,000",27,2020,"$1,250,000",45.45%,Clayton Geathers,FS,"$1,250,000",IND,"$2,750,000",1, (2019-2019)
23,"$687,237",24,2022,"$288,947",10.51%,Genard Avery,ILB,"$288,947",PHI,"$2,748,947",4, (2018-2021)
23,"$686,974",24,2022,"$287,894",10.48%,Dane Cruikshank,S,"$287,894",TEN,"$2,747,894",4, (2018-2021)
22,"$686,921",24,2022,"$287,683",10.47%,Tyrell Crosby,T,"$287,683",DET,"$2,747,683",4, (2018-2021)
23,"$686,504",25,2022,"$286,016",10.42%,Siran Neal,CB,"$286,016",BUF,"$2,746,016",4, (2018-2021)
24,"$915,000",25,2022,"$445,000",16.21%,Reid Ferguson,LS,"$445,000",BUF,"$2,745,000",3, (2019-2021)
23,"$686,063",24,2022,"$284,252",10.36%,Scott Quessenberry,C,"$284,252",LAC,"$2,744,252",4, (2018-2021)
23,"$685,451",24,2022,"$281,802",10.28%,Troy Fumagalli,TE,"$281,802",DEN,"$2,741,802",4, (2018-2021)
22,"$685,258",24,2022,"$281,031",10.25%,Tyler Conklin,TE,"$281,031",MIN,"$2,741,031",4, (2018-2021)
23,"$683,634",24,2022,"$274,536",10.04%,Ogbonnia Okoronkwo,OLB,"$274,536",LAR,"$2,734,536",4, (2018-2021)
23,"$683,344",25,2022,"$273,374",10.00%,Jermaine Carter,ILB,"$273,374",CAR,"$2,733,374",4, (2018-2021)
22,"$682,328",23,2023,"$209,312",7.67%,Keesean Johnson,WR,"$209,312",ARI,"$2,729,312",4, (2019-2022)
20,"$682,010",22,2022,"$268,041",9.83%,Tim Settle,DT,"$268,041",WAS,"$2,728,041",4, (2018-2021)
22,"$681,405",24,2022,"$265,621",9.75%,Natrell Jamerson,S,"$265,621",CAR,"$2,725,621",4, (2018-2021)
23,"$680,848",26,2020,"$383,393",14.08%,Seth Devalve,TE,"$383,393",JAC,"$2,723,393",4, (2016-2019)
22,"$680,848",25,2020,"$383,393",14.08%,Blake Martinez,ILB,"$383,393",GB,"$2,723,393",4, (2016-2019)
22,"$680,848",26,2020,"$383,393",14.08%,Dak Prescott,QB,"$383,393",DAL,"$2,723,393",4, (2016-2019)
23,"$680,848",27,2020,"$383,393",14.08%,Devontae Booker,RB,"$383,393",DEN,"$2,723,393",4, (2016-2019)
21,"$679,517",23,2022,"$258,066",9.49%,Jaylen Samuels,RB,"$258,066",PIT,"$2,718,066",4, (2018-2021)
23,"$678,802",24,2023,"$195,208",7.19%,Saquan Hampton,S,"$195,208",NO,"$2,715,208",4, (2019-2022)
23,"$678,531",25,2022,"$254,123",9.36%,Wyatt Teller,G,"$254,123",CLE,"$2,714,123",4, (2018-2021)
22,"$677,721",23,2023,"$190,884",7.04%,Gardner Minshew,QB,"$190,884",JAC,"$2,710,884",4, (2019-2022)
23,"$677,034",23,2023,"$188,136",6.95%,Lamont Gaillard,G,"$188,136",ARI,"$2,708,136",4, (2019-2022)
23,"$676,302",23,2023,"$185,208",6.85%,Corey Ballentine,CB,"$185,208",NYG,"$2,705,208",4, (2019-2022)
21,"$676,251",23,2022,"$245,003",9.06%,Jamarco Jones,T,"$245,003",SEA,"$2,705,003",4, (2018-2021)
23,"$676,085",24,2023,"$184,340",6.82%,Jaquan Johnson,S,"$184,340",BUF,"$2,704,340",4, (2019-2022)
21,"$675,496",22,2023,"$181,984",6.74%,Trayveon Williams,RB,"$181,984",CIN,"$2,701,984",4, (2019-2022)
23,"$675,310",25,2022,"$241,241",8.93%,Jordan Wilkins,RB,"$241,241",IND,"$2,701,241",4, (2018-2021)
21,"$675,235",24,2021,"$300,938",11.14%,Jake Butt,TE,"$300,938",DEN,"$2,700,938",4, (2017-2020)
26,"$1,350,000",28,2020,"$1,300,000",48.15%,Walt Aikens,FS,"$1,300,000",MIA,"$2,700,000",2, (2018-2019)
25,"$1,350,000",25,2021,"$550,000",20.37%,Ben Braunecker,TE,"$550,000",CHI,"$2,700,000",2, (2019-2020)
22,"$674,714",23,2023,"$178,857",6.63%,Justin Skule,T,"$178,857",SF,"$2,698,857",4, (2019-2022)
23,"$674,572",26,2021,"$298,287",11.05%,George Kittle,TE,"$298,287",SF,"$2,698,287",4, (2017-2020)
24,"$673,737",25,2023,"$174,948",6.49%,Ka'dar Hollman,CB,"$174,948",GB,"$2,694,948",4, (2019-2022)
21,"$672,976",22,2023,"$171,904",6.39%,Ty Johnson,RB,"$171,904",DET,"$2,691,904",4, (2019-2022)
22,"$672,813",23,2023,"$171,252",6.36%,Juwann Winfree,WR,"$171,252",DEN,"$2,691,250",4, (2019-2022)
21,"$672,429",21,2023,"$169,716",6.31%,David Long,LB,"$169,716",TEN,"$2,689,716",4, (2019-2022)
22,"$672,334",23,2023,"$169,336",6.30%,Drew Forbes,G,"$169,336",CLE,"$2,689,336",4, (2019-2022)
23,"$672,231",26,2021,"$288,922",10.74%,Damontae Kazee,CB,"$288,922",ATL,"$2,688,922",4, (2017-2020)
21,"$672,158",22,2023,"$168,632",6.27%,Isaiah Buggs,DE,"$168,632",PIT,"$2,688,632",4, (2019-2022)
22,"$672,113",23,2023,"$168,453",6.27%,Armon Watts,DT,"$168,453",MIN,"$2,688,453",4, (2019-2022)
24,"$672,029",25,2023,"$168,116",6.25%,Marcus Epps,S,"$168,116",PHI,"$2,688,116",4, (2019-2022)
22,"$671,741",22,2023,"$166,964",6.21%,Oli Udoh,T,"$166,964",MIN,"$2,686,964",4, (2019-2022)
22,"$671,514",23,2023,"$166,056",6.18%,Dexter Williams,RB,"$166,056",GB,"$2,686,056",4, (2019-2022)
22,"$670,743",23,2023,"$162,972",6.07%,Blessuan Austin,CB,"$162,972",NYJ,"$2,682,972",4, (2019-2022)
23,"$670,172",24,2023,"$160,688",5.99%,Trace McSorley,QB,"$160,688",BAL,"$2,680,688",4, (2019-2022)
22,"$669,998",25,2021,"$279,992",10.45%,Desmond King,CB,"$279,992",LAC,"$2,679,992",4, (2017-2020)
23,"$669,577",24,2023,"$158,308",5.91%,Tim Harris,CB,"$158,308",SF,"$2,678,308",4, (2019-2022)
22,"$669,388",24,2022,"$217,553",8.13%,Darius Phillips,CB,"$217,553",CIN,"$2,677,553",4, (2018-2021)
21,"$669,388",23,2022,"$217,553",8.13%,JK Scott,P,"$217,553",GB,"$2,677,553",4, (2018-2021)
23,"$669,388",25,2022,"$217,553",8.13%,Marquez Valdes-Scantling,WR,"$217,553",GB,"$2,677,553",4, (2018-2021)
22,"$669,126",25,2021,"$276,503",10.33%,Jeremy Sprinkle,TE,"$276,503",WAS,"$2,676,503",4, (2017-2020)
22,"$669,091",23,2023,"$156,364",5.84%,Emeke Egbule,LB,"$156,364",LAC,"$2,676,364",4, (2019-2022)
22,"$668,205",22,2023,"$152,820",5.72%,Rashad Fenton,CB,"$152,820",KC,"$2,672,820",4, (2019-2022)
22,"$667,888",24,2021,"$271,553",10.16%,Jayon Brown,ILB,"$271,553",TEN,"$2,671,553",4, (2017-2020)
21,"$667,436",22,2023,"$149,744",5.61%,Isaiah Prince,T,"$149,744",CIN,"$2,669,744",4, (2019-2022)
22,"$666,946",25,2021,"$267,785",10.04%,Nate Hairston,CB,"$267,785",NYJ,"$2,667,785",4, (2017-2020)
21,"$666,353",24,2021,"$265,413",9.96%,Anthony Walker Jr.,ILB,"$265,413",IND,"$2,665,413",4, (2017-2020)
20,"$665,704",21,2023,"$142,816",5.36%,Travis Homer,RB,"$142,816",SEA,"$2,662,816",4, (2019-2022)
22,"$665,377",24,2021,"$261,506",9.83%,Matt Milano,OLB,"$261,506",BUF,"$2,661,506",4, (2017-2020)
22,"$664,591",24,2021,"$258,364",9.72%,Jamal Agnew,CB,"$258,364",DET,"$2,658,364",4, (2017-2020)
23,"$663,467",24,2022,"$193,866",7.31%,Damion Ratley,WR,"$193,866",CLE,"$2,653,866",4, (2018-2021)
21,"$663,423",24,2021,"$253,693",9.56%,Marquel Lee,ILB,"$253,693",OAK,"$2,653,693",4, (2017-2020)
22,"$661,960",23,2023,"$127,840",4.83%,Kelvin Harmon,WR,"$127,840",WAS,"$2,647,840",4, (2019-2022)
21,"$661,960",22,2023,"$127,840",4.83%,Scott Miller,WR,"$127,840",TB,"$2,647,840",4, (2019-2022)
23,"$661,960",24,2023,"$127,840",4.83%,Demarcus Christmas,DT,"$127,840",SEA,"$2,647,840",4, (2019-2022)
22,"$661,960",23,2023,"$127,840",4.83%,Darwin Thompson,RB,"$127,840",KC,"$2,647,840",4, (2019-2022)
22,"$661,839",22,2023,"$127,356",4.81%,Donovan Wilson,S,"$127,356",DAL,"$2,647,356",4, (2019-2022)
21,"$661,838",22,2023,"$127,353",4.81%,Ulysees Gilbert,LB,"$127,353",PIT,"$2,647,353",4, (2019-2022)
22,"$661,838",23,2023,"$127,356",4.81%,Rodney Anderson,RB,"$127,356",CIN,"$2,647,353",4, (2019-2022)
